production_budget_usd,worldwide_gross_usd
22000000.00,360099999.00
135000000.00,361730660.00
103000000.00,362000072.00
100000000.00,362211740.00
55000000.00,362605033.00
110000000.00,362989076.00
85000000.00,363064265.00
45000000.00,363095319.00
42000000.00,363728226.00
30000000.00,364545516.00
100000000.00,365300000.00
200000000.00,365491792.00
93000000.00,365900000.00
90000000.00,366101666.00
55000000.00,366784257.00
205000000.00,367262558.00
132000000.00,367650911.00
61000000.00,368567189.00
178000000.00,370541256.00
140000000.00,370569776.00
150000000.00,370742166.00
75000000.00,371917043.00
130000000.00,373993951.00
232000000.00,374085065.00
65000000.00,374105123.00
150000000.00,374825760.00
5000000.00,374890034.00
140000000.00,375740705.00
125000000.00,376000000.00
55000000.00,376856949.00
45000000.00,377807404.00
85000000.00,378505812.00
175000000.00,381687380.00
110000000.00,382288147.00
14000000.00,384519665.00
85000000.00,385000317.00
19000000.00,385524862.00
140000000.00,385680446.00
130000000.00,386069390.00
56000000.00,386096060.00
65000000.00,386116343.00
6000000.00,387513770.00
165000000.00,387644286.00
20000000.00,389925971.00
50000000.00,390500000.00
3900000.00,390525192.00
100000000.00,391976723.00
150000000.00,397501348.00
195000000.00,397644453.00
200000000.00,400062763.00
12000000.00,400214478.00
170000000.00,401021746.00
150000000.00,402231063.00
37000000.00,402280159.00
125000000.00,402448265.00
105000000.00,403841637.00
94000000.00,404561724.00
175000000.00,405760225.00
125000000.00,407711549.00
70702619.00,408269295.00
25000000.00,410900000.00
190000000.00,411002906.00
35000000.00,411348924.00
25000000.00,412800000.00
57500000.00,415247258.00
120000000.00,416197059.00
80000000.00,416385488.00
115000000.00,416456852.00
225000000.00,417341288.00
155000000.00,418186950.00
19000000.00,424200000.00
85000000.00,427230516.00
150000000.00,427300260.00
15000000.00,430821168.00
142000000.00,431942139.00
14000000.00,432645872.00
170000000.00,433058296.00
160000000.00,433125655.00
20000000.00,433574208.00
98000000.00,435040395.00
155000000.00,440160956.00
25000000.00,441286003.00
140000000.00,441767803.00
130000000.00,442161562.00
65000000.00,442169052.00
70000000.00,443483213.00
145000000.00,448191819.00
151500000.00,449239855.00
150000000.00,449326618.00
100000000.00,449948323.00
85000000.00,450728529.00
20000000.00,451329842.00
60000000.00,454161935.00
140000000.00,456810575.00
40000000.00,457507776.00
103000000.00,457683805.00
80000000.00,457697994.00
60000000.00,457729388.00
210000000.00,459359555.00
70000000.00,461651246.00
65000000.00,463517383.00
35000000.00,465764086.00
190000000.00,467381584.00
110000000.00,469590832.00
12000000.00,470700000.00
80000000.00,470751398.00
48000000.00,474171806.00
150000000.00,475825484.00
15000000.00,476684675.00
93000000.00,482860185.00
150000000.00,484161265.00
81000000.00,484468608.00
10800000.00,484873045.00
125000000.00,485004754.00
65000000.00,485035085.00
110000000.00,486124090.00
90000000.00,487519809.00
200000000.00,490359051.00
150000000.00,490875846.00
50000000.00,491812794.00
125000000.00,492557218.00
125000000.00,493214888.00
130000000.00,493738435.00
165000000.00,494870991.00
88000000.00,495700000.00
165000000.00,496511521.00
90000000.00,498438212.00
28000000.00,504050219.00
90000000.00,511358276.00
100000000.00,513815401.00
60000000.00,516567575.00
22000000.00,517600000.00
130000000.00,518602163.00
140000000.00,518614384.00
72500000.00,527071022.00
160000000.00,529076069.00
190000000.00,531514650.00
180000000.00,532590994.00
135000000.00,532950503.00
23000000.00,534171960.00
95000000.00,534551353.00
125000000.00,535663443.00
178000000.00,542742489.00
69000000.00,543495033.00
58000000.00,547326372.00
120000000.00,549588516.00
207000000.00,550517357.00
60720000.00,552198479.00
140000000.00,554600000.00
185000000.00,554606532.00
130000000.00,554987477.00
50000000.00,556016627.00
125000000.00,556319450.00
75000000.00,556559566.00
115000000.00,559757719.00
200000000.00,560155383.00
185000000.00,561137727.00
110000000.00,563749323.00
217000000.00,568923844.00
40000000.00,570998101.00
32500000.00,572705079.00
135000000.00,573068425.00
110000000.00,579446407.00
186000000.00,584604126.00
150000000.00,585532684.00
80000000.00,586464305.00
260000000.00,586581936.00
90000000.00,587790539.00
230000000.00,591692078.00
102000000.00,594420283.00
150000000.00,599516844.00
132000000.00,606836535.00
120000000.00,607987022.00
92000000.00,614726752.00
127000000.00,615577068.00
52000000.00,615748877.00
145000000.00,616102924.00
75000000.00,618638999.00
25000000.00,622341924.00
170000000.00,623561331.00
150000000.00,624234272.00
150000000.00,626549695.00
75000000.00,627886287.00
125000000.00,629969804.00
130000000.00,631910531.00
125000000.00,634954103.00
175000000.00,638087983.00
150000000.00,639537208.00
150000000.00,644602516.00
160000000.00,650523427.00
75000000.00,651899282.00
165000000.00,652127828.00
215000000.00,654213485.00
115000000.00,656695615.00
108000000.00,663851905.00
150000000.00,664837547.00
225000000.00,667999518.00
165000000.00,668913307.00
40000000.00,672806292.00
165000000.00,677541920.00
80000000.00,677923379.00
55000000.00,679850637.00
50000000.00,687557727.00
127500000.00,689420051.00
145000000.00,694713230.00
110000000.00,695941797.00
150000000.00,700868363.00
68000000.00,706102828.00
151000000.00,708272592.00
200000000.00,708996336.00
170000000.00,710644566.00
170000000.00,714401889.00
180000000.00,720539572.00
175000000.00,731542621.00
150000000.00,738576929.00
200000000.00,743588329.00
175000000.00,746100054.00
145000000.00,746921271.00
200000000.00,747862775.00
165000000.00,756244673.00
220000000.00,757890267.00
180000000.00,758536735.00
125000000.00,766652288.00
125000000.00,767820459.00
170000000.00,771100771.00
230000000.00,776037086.00
200000000.00,783705001.00
150000000.00,785964691.00
185000000.00,786558145.00
11000000.00,786598007.00
200000000.00,788408539.00
160000000.00,789300444.00
10500000.00,792965326.00
130000000.00,796688549.00
58000000.00,801029249.00
180000000.00,803798342.00
160000000.00,807330936.00
75000000.00,817400878.00
139000000.00,821706375.00
75000000.00,823755831.00
136200000.00,829724737.00
160000000.00,832584416.00
210000000.00,836519699.00
115000000.00,848998877.00
175000000.00,853707581.00
200000000.00,858470006.00
90000000.00,859701857.00
130000000.00,864868047.00
250000000.00,868160194.00
75000000.00,875958307.00
100000000.00,878979634.00
300000000.00,879620923.00
95000000.00,879765137.00
109000000.00,887210985.00
258000000.00,890875303.00
150000000.00,896911078.00
94000000.00,934699645.00
250000000.00,935083686.00
94000000.00,936429370.00
70000000.00,937008132.00
150000000.00,942943935.00
250000000.00,955119788.00
125000000.00,960283305.00
250000000.00,960366855.00
300000000.00,963420425.00
175000000.00,963901123.00
125000000.00,974755371.00
76000000.00,975216835.00
79300000.00,987480140.00
185000000.00,1002572859.00
250000000.00,1017003568.00
150000000.00,1019922983.00
200000000.00,1022617376.00
200000000.00,1025491110.00
115000000.00,1027044677.00
63000000.00,1038812584.00
250000000.00,1045663875.00
200000000.00,1050988488.00
225000000.00,1066215812.00
200000000.00,1069818229.00
275000000.00,1084439099.00
210000000.00,1104039076.00
200000000.00,1110526981.00
195000000.00,1123790543.00
94000000.00,1141403341.00
250000000.00,1151684349.00
74000000.00,1167245366.00
200000000.00,1215392272.00
250000000.00,1237444462.00
160000000.00,1260122363.00
150000000.00,1274234980.00
125000000.00,1341511219.00
250000000.00,1404705868.00
190000000.00,1516748684.00
225000000.00,1519479547.00
215000000.00,1671640593.00
306000000.00,2058662225.00
200000000.00,2207615668.00
425000000.00,2783918982.00
